seller_id,category_id,name,description,unit_id,min_order_qty,price_per_unit,stock_quantity,is_negotiable
73,15,Apel Fuji,"Apel Fuji segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,1,42284,70,True
200,15,Apel Fuji,"Apel Fuji segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,1,39218,67,True
177,15,Apel Fuji,"Apel Fuji segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,1,36765,144,True
62,15,Anggur Merah,"Anggur Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,44191,119,True
127,15,Anggur Merah,"Anggur Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,51408,124,True
99,15,Anggur Merah,"Anggur Merah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,57165,201,True
82,15,Jeruk Mandarin,"Jeruk Mandarin segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,27706,164,False
34,15,Jeruk Mandarin,"Jeruk Mandarin segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,23990,188,False
100,15,Jeruk Mandarin,"Jeruk Mandarin segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,26970,245,False
198,15,Pir Hijau,"Pir Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,35917,25,True
19,15,Pir Hijau,"Pir Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,32015,127,True
5,15,Pir Hijau,"Pir Hijau segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,39711,68,True
74,15,Jeruk Lemon,"Jeruk Lemon segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,20006,88,False
161,15,Jeruk Lemon,"Jeruk Lemon segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,21210,41,False
183,15,Jeruk Lemon,"Jeruk Lemon segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,20219,116,False
72,16,Stroberi Segar,"Stroberi Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,65324,499,False
22,16,Stroberi Segar,"Stroberi Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,52003,227,False
80,16,Stroberi Segar,"Stroberi Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,59504,410,False
21,16,Stroberi Segar,"Stroberi Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,60607,360,False
131,16,Stroberi Segar,"Stroberi Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,54696,273,False
62,16,Blueberry Segar,"Blueberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,75207,57,True
15,16,Blueberry Segar,"Blueberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,73653,61,True
63,16,Blueberry Segar,"Blueberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,89030,27,True
23,16,Blueberry Segar,"Blueberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,72572,24,True
112,16,Blueberry Segar,"Blueberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,72539,49,True
89,16,Raspberry Segar,"Raspberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,2,81007,19,True
134,16,Raspberry Segar,"Raspberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,2,97590,27,True
133,16,Raspberry Segar,"Raspberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,2,100433,55,True
185,16,Raspberry Segar,"Raspberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,2,77292,57,True
67,16,Raspberry Segar,"Raspberry Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",2,2,83843,15,True
183,17,Beras Pandan Wangi,"Beras Pandan Wangi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,12223,93,True
148,17,Beras Pandan Wangi,"Beras Pandan Wangi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,13412,99,True
161,17,Beras Pandan Wangi,"Beras Pandan Wangi segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,14280,81,True
66,17,Beras IR64,"Beras IR64 segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,1,14537,497,True
198,17,Beras IR64,"Beras IR64 segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,1,11499,534,True
27,17,Beras IR64,"Beras IR64 segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,1,11060,600,True
4,17,Beras Premium Karung Besar,"Beras Premium Karung Besar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",3,25,14377175,41,False
63,17,Beras Premium Karung Besar,"Beras Premium Karung Besar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",3,25,12977868,80,False
12,17,Beras Premium Karung Besar,"Beras Premium Karung Besar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",3,25,16055060,53,False
183,17,Beras Merah Organik,"Beras Merah Organik segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,17564,60,True
190,17,Beras Merah Organik,"Beras Merah Organik segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,17547,104,True
168,17,Beras Merah Organik,"Beras Merah Organik segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,16764,32,True
96,17,Beras Hitam,"Beras Hitam segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,23143,22,False
31,17,Beras Hitam,"Beras Hitam segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,20173,61,False
129,17,Beras Hitam,"Beras Hitam segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,19003,51,False
120,18,Jagung Manis,"Jagung Manis segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,11378,53,False
73,18,Jagung Manis,"Jagung Manis segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,10228,29,False
199,18,Jagung Manis,"Jagung Manis segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,12229,36,False
80,18,Jagung Manis,"Jagung Manis segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,12441,47,False
152,18,Jagung Pipil Kering,"Jagung Pipil Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,9086,390,True
127,18,Jagung Pipil Kering,"Jagung Pipil Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,10781,160,True
198,18,Jagung Pipil Kering,"Jagung Pipil Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,8519,218,True
199,18,Jagung Pipil Kering,"Jagung Pipil Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,9198,196,True
178,18,Jagung Pipil Grosir,"Jagung Pipil Grosir segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",4,20,1023794,62,True
3,18,Jagung Pipil Grosir,"Jagung Pipil Grosir segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",4,20,1017853,54,True
86,18,Jagung Pipil Grosir,"Jagung Pipil Grosir segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",4,20,865980,125,True
1,18,Jagung Pipil Grosir,"Jagung Pipil Grosir segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",4,20,927147,123,True
37,18,Jagung Muda Sayur,"Jagung Muda Sayur segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,7023,158,False
183,18,Jagung Muda Sayur,"Jagung Muda Sayur segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,8953,102,False
72,18,Jagung Muda Sayur,"Jagung Muda Sayur segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,8482,82,False
192,19,Gandum Lokal,"Gandum Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,13350,579,True
22,19,Gandum Lokal,"Gandum Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,13086,437,True
149,19,Gandum Lokal,"Gandum Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,14707,659,True
25,19,Gandum Lokal,"Gandum Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,13815,266,True
130,19,Gandum Lokal,"Gandum Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,2,14167,568,True
180,19,Sorgum Kering,"Sorgum Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,11179,40,True
189,19,Sorgum Kering,"Sorgum Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,10929,139,True
84,19,Sorgum Kering,"Sorgum Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,12304,51,True
82,19,Sorgum Kering,"Sorgum Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,10791,95,True
116,19,Sorgum Kering,"Sorgum Kering segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,11663,105,True
198,19,Tepung Gandum,"Tepung Gandum segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,16731,37,False
54,19,Tepung Gandum,"Tepung Gandum segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,16151,100,False
116,19,Tepung Gandum,"Tepung Gandum segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,19762,102,False
79,19,Tepung Gandum,"Tepung Gandum segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,15517,117,False
119,19,Tepung Gandum,"Tepung Gandum segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,17070,34,False
64,20,Singkong Mentega,"Singkong Mentega segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,6052,71,False
92,20,Singkong Mentega,"Singkong Mentega segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,7672,54,False
102,20,Singkong Mentega,"Singkong Mentega segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,7949,149,False
132,20,Singkong Mentega,"Singkong Mentega segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,7117,107,False
25,20,Ubi Jalar Ungu,"Ubi Jalar Ungu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,9750,193,True
119,20,Ubi Jalar Ungu,"Ubi Jalar Ungu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,11927,305,True
27,20,Ubi Jalar Ungu,"Ubi Jalar Ungu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,10003,430,True
36,20,Ubi Jalar Ungu,"Ubi Jalar Ungu segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,11614,806,True
22,20,Ubi Jalar Kuning,"Ubi Jalar Kuning segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,11252,80,False
150,20,Ubi Jalar Kuning,"Ubi Jalar Kuning segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,11491,115,False
151,20,Ubi Jalar Kuning,"Ubi Jalar Kuning segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,10437,286,False
67,20,Ubi Jalar Kuning,"Ubi Jalar Kuning segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,8775,297,False
85,20,Talas Segar,"Talas Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,13592,27,True
32,20,Talas Segar,"Talas Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,13526,67,True
11,20,Talas Segar,"Talas Segar segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,5,12807,74,True
98,21,Kentang Dieng,"Kentang Dieng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,15545,84,True
175,21,Kentang Dieng,"Kentang Dieng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,15877,230,True
110,21,Kentang Dieng,"Kentang Dieng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,14626,175,True
45,21,Kentang Dieng,"Kentang Dieng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,15703,106,True
91,21,Kentang Dieng,"Kentang Dieng segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,16551,160,True
16,21,Kentang Granola,"Kentang Granola segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,17563,119,False
23,21,Kentang Granola,"Kentang Granola segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,19604,64,False
72,21,Kentang Granola,"Kentang Granola segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,20668,106,False
99,21,Kentang Granola,"Kentang Granola segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,15405,83,False
36,21,Kentang Granola,"Kentang Granola segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,19152,97,False
125,21,Kentang Bibit,"Kentang Bibit segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,21263,44,True
89,21,Kentang Bibit,"Kentang Bibit segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,20804,48,True
145,21,Kentang Bibit,"Kentang Bibit segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,24612,111,True
129,21,Kentang Bibit,"Kentang Bibit segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,19086,135,True
83,21,Kentang Bibit,"Kentang Bibit segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,10,22194,109,True
60,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,25182,475,False
41,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,19935,508,False
26,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,21063,445,False
64,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,25051,239,False
169,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,25340,444,False
62,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,20765,338,False
69,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,25112,383,False
137,22,Kacang Tanah Kupas,"Kacang Tanah Kupas segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,20,25856,101,False
180,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,18227,109,True
91,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,15505,75,True
146,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,18548,65,True
145,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,17881,152,True
37,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,18616,285,True
49,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,17140,109,True
127,22,Kacang Tanah Mentah,"Kacang Tanah Mentah segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,19633,303,True
16,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,20974,601,True
6,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,21625,329,True
38,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,21518,341,True
151,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,16725,288,True
181,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,16927,208,True
37,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,21557,563,True
199,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,21625,483,True
29,23,Kedelai Lokal,"Kedelai Lokal segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,25,17142,662,True
178,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,9635,663,True
158,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,9383,274,True
92,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,8505,641,True
58,23,Kedelai Impor,"Kedelai Impor segar dan berkualitas, cocok untuk kebutuhan pasar tradisional maupun modern.",1,50,10218,745,True
